sales_id,product_id,customer_id,date,region_id,sales_amt
788,176,255,2019-09-28,3,850
789,159,217,2019-09-29,5,1800
790,128,214,2019-10-12,9,1900
791,177,221,2019-10-12,1,650
792,175,297,2019-10-12,7,2200
793,124,220,2019-10-14,7,1800
794,160,288,2019-10-16,4,2500
795,147,224,2019-10-16,8,800
796,120,238,2019-10-18,3,1900
797,112,224,2019-10-18,1,1600
798,112,258,2019-10-18,6,1600
799,115,299,2019-10-23,2,2200
800,170,270,2019-10-25,2,2100
801,196,271,2019-10-27,2,850
802,176,300,2019-10-28,1,850
803,104,282,2019-10-29,6,1000
804,169,262,2019-11-01,6,1100
805,161,212,2019-11-02,5,950
806,151,294,2019-11-04,9,1500
807,128,274,2019-11-05,5,1900
808,171,281,2019-11-08,5,1550
809,172,227,2019-11-12,4,500
810,182,235,2019-11-13,9,1700
811,159,300,2019-11-13,5,1800
812,188,269,2019-11-15,5,1600
813,188,255,2019-11-16,5,1600
814,189,255,2019-11-19,2,1100
815,108,205,2019-11-20,7,2000
816,191,274,2019-11-21,3,1550
817,145,213,2019-11-24,7,2400
818,166,279,2019-11-24,3,1000
819,161,230,2019-11-24,7,950
820,189,281,2019-11-25,5,1100
821,163,229,2019-11-28,9,600
822,172,267,2019-12-07,7,500
823,172,218,2019-12-10,2,500
824,136,204,2019-12-10,5,1400
825,121,257,2019-12-11,10,900
826,194,227,2019-12-15,3,1800
827,182,257,2019-12-16,6,1700
828,178,288,2019-12-18,7,1400
829,142,247,2019-12-19,5,1600
830,188,222,2019-12-19,8,1600
831,111,230,2019-12-21,2,900
832,127,242,2019-12-22,7,800
833,165,282,2019-12-23,7,2300
834,152,274,2019-12-23,7,300
835,179,232,2019-12-28,7,1900
836,137,221,2020-01-02,9,900
837,108,203,2020-01-04,1,2000
838,141,225,2020-01-06,5,900
839,195,213,2020-01-08,8,2200
840,156,256,2020-01-12,9,800
841,132,285,2020-01-13,10,1100
842,167,300,2020-01-14,7,750
843,153,240,2020-01-17,9,1600
844,143,224,2020-01-21,2,700
845,165,231,2020-01-23,4,2300
846,150,268,2020-01-24,1,2000
847,122,206,2020-02-02,6,1400
848,200,267,2020-02-02,9,2400
849,140,298,2020-02-02,9,2500
850,176,247,2020-02-08,2,850
851,133,202,2020-02-09,3,600
852,165,257,2020-02-11,5,2300
853,173,259,2020-02-12,5,1300
854,128,292,2020-02-13,4,1900
855,161,222,2020-02-14,9,950
856,102,290,2020-02-15,4,800
857,110,231,2020-02-18,5,1800
858,157,212,2020-02-23,3,700
859,164,272,2020-03-01,1,1200
860,118,256,2020-03-03,1,1500
861,118,262,2020-03-04,1,1500
862,137,273,2020-03-04,8,900
863,186,293,2020-03-06,8,1000
864,163,226,2020-03-16,9,600
865,114,242,2020-03-17,3,1300
866,182,278,2020-03-19,7,1700
867,126,229,2020-03-19,3,1200
868,164,276,2020-03-24,10,1200
869,176,265,2020-03-24,8,850
870,124,230,2020-03-24,8,1800
871,186,295,2020-03-25,6,1000
872,170,271,2020-03-31,6,2100
873,111,209,2020-04-02,4,900
874,144,255,2020-04-03,10,1300
875,142,272,2020-04-03,8,1600
876,129,231,2020-04-04,5,1000
877,111,264,2020-04-06,7,900
878,191,237,2020-04-09,2,1550
879,186,275,2020-04-10,9,1000
880,106,272,2020-04-16,6,600
881,146,263,2020-04-16,8,1100
882,162,271,2020-04-16,4,1700
883,116,218,2020-04-17,7,1000
884,126,279,2020-04-22,8,1200
885,173,236,2020-04-22,8,1300
886,117,210,2020-04-26,8,700
887,174,245,2020-04-27,5,1800
888,124,219,2020-05-01,2,1800
889,144,208,2020-05-01,10,1300
890,150,273,2020-05-06,10,2000
891,196,219,2020-05-10,9,850
892,113,291,2020-05-13,1,400
893,111,273,2020-05-14,5,900
894,101,224,2020-05-15,9,500
895,170,245,2020-05-18,10,2100
896,142,254,2020-05-22,10,1600
897,145,268,2020-05-22,7,2400
898,166,206,2020-05-24,2,1000
899,107,299,2020-05-25,9,1200
900,138,263,2020-05-31,10,1600
901,180,236,2020-06-03,3,2400
902,185,262,2020-06-03,3,2300
903,173,294,2020-06-04,9,1300
904,168,277,2020-06-04,2,1600
905,178,244,2020-06-12,8,1400
906,110,240,2020-06-14,5,1800
907,166,252,2020-06-14,8,1000
908,174,288,2020-06-15,9,1800
909,175,221,2020-06-17,3,2200
910,148,219,2020-06-19,6,1700
911,138,215,2020-06-20,9,1600
912,147,299,2020-06-22,9,800
913,150,216,2020-06-26,10,2000
914,173,227,2020-06-27,3,1300
915,197,213,2020-06-28,6,650
916,166,269,2020-06-29,3,1000
917,183,251,2020-07-04,5,600
918,164,262,2020-07-10,1,1200
919,195,248,2020-07-12,4,2200
920,189,230,2020-07-13,10,1100
921,200,262,2020-07-16,2,2400
922,159,207,2020-07-24,9,1800
923,144,297,2020-08-02,3,1300
924,149,282,2020-08-03,10,1000
925,170,241,2020-08-03,10,2100
926,125,297,2020-08-06,5,2200
927,167,290,2020-08-07,3,750
928,107,272,2020-08-08,7,1200
929,170,294,2020-08-11,3,2100
930,162,232,2020-08-11,6,1700
931,132,279,2020-08-16,7,1100
932,177,282,2020-08-18,2,650
933,160,244,2020-08-18,3,2500
934,193,227,2020-08-20,7,1300
935,163,248,2020-08-23,6,600
936,128,288,2020-08-28,9,1900
937,102,274,2020-09-01,4,800
938,106,277,2020-09-01,3,600
939,148,266,2020-09-03,9,1700
940,137,234,2020-09-03,5,900
941,121,264,2020-09-04,10,900
942,200,278,2020-09-05,4,2400
943,178,203,2020-09-06,1,1400
944,194,211,2020-09-10,8,1800
945,199,288,2020-09-14,5,1900
946,153,278,2020-09-15,5,1600
947,187,207,2020-09-17,9,750
948,195,216,2020-09-19,3,2200
949,147,245,2020-09-23,9,800
950,119,210,2020-09-23,10,1800
951,145,204,2020-09-24,8,2400
952,169,297,2020-09-27,6,1100
953,130,253,2020-09-27,2,2300
954,128,281,2020-09-28,7,1900
955,150,213,2020-09-28,4,2000
956,150,201,2020-09-29,6,2000
957,151,274,2020-09-29,9,1500
958,164,213,2020-10-01,8,1200
959,198,238,2020-10-01,5,1400
960,169,242,2020-10-02,3,1100
961,102,207,2020-10-03,10,800
962,144,242,2020-10-05,7,1300
963,188,266,2020-10-12,5,1600
964,110,294,2020-10-19,8,1800
965,153,255,2020-10-23,7,1600
966,160,255,2020-10-25,2,2500
967,197,293,2020-10-28,1,650
968,157,297,2020-10-28,7,700
969,182,224,2020-10-28,4,1700
970,144,289,2020-10-31,6,1300
971,179,257,2020-11-01,6,1900
972,103,231,2020-11-03,5,300
973,132,287,2020-11-04,6,1100
974,140,277,2020-11-04,2,2500
975,124,221,2020-11-06,1,1800
976,162,286,2020-11-09,2,1700
977,153,212,2020-11-10,2,1600
978,127,270,2020-11-15,1,800
979,157,238,2020-11-16,5,700
980,183,276,2020-11-22,2,600
981,157,289,2020-11-23,9,700
982,157,229,2020-11-26,2,700
983,167,296,2020-11-29,3,750
984,134,211,2020-12-01,1,1500
985,118,280,2020-12-05,2,1500
986,147,255,2020-12-05,2,800
987,148,255,2020-12-09,1,1700
988,169,300,2020-12-10,1,1100
989,168,263,2020-12-10,5,1600
990,114,231,2020-12-13,8,1300
991,111,254,2020-12-15,7,900
992,170,237,2020-12-15,7,2100
993,171,239,2020-12-18,1,1550
994,126,242,2020-12-21,4,1200
995,175,228,2020-12-22,9,2200
996,127,241,2020-12-22,9,800
997,170,268,2020-12-23,5,2100
998,150,221,2020-12-25,6,2000
999,177,221,2020-12-25,2,650
1000,151,278,2020-12-27,8,1500
